sub_title_id,all_vv,platform_vv,vv_share,week_start_date,week_end_date,target_week_start_date,target_week_end_date,popularity_tag
1971001632,589,63467800,0.00092803,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1971007481,589,63467800,0.00092803,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1000232080,588,63467800,0.00092645,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1971004229,587,63467800,0.00092488,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1000115096,587,63467800,0.00092488,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1260114786,587,63467800,0.00092488,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1000106326,587,63467800,0.00092488,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1271401122,587,63467800,0.00092488,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1260010714,586,63467800,0.0009233,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1260028753,586,63467800,0.0009233,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1971002514,584,63467800,0.00092015,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1260107988,583,63467800,0.00091858,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1971001619,583,63467800,0.00091858,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1000108054,583,63467800,0.00091858,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1971117913,582,63467800,0.000917,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1260091531,581,63467800,0.00091542,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1000196110,580,63467800,0.00091385,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1971003088,580,63467800,0.00091385,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1260026994,580,63467800,0.00091385,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1770016117,580,63467800,0.00091385,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1260146985,579,63467800,0.00091227,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1000103401,579,63467800,0.00091227,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1000108598,578,63467800,0.0009107,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1971002336,577,63467800,0.00090912,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1000159295,577,63467800,0.00090912,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1971312134,576,63467800,0.00090755,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1000041473,575,63467800,0.00090597,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1971007744,574,63467800,0.0009044,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1971312118,573,63467800,0.00090282,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1971006794,573,63467800,0.00090282,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1000044257,572,63467800,0.00090124,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1971007457,572,63467800,0.00090124,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1971003836,571,63467800,0.00089967,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1000158576,571,63467800,0.00089967,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1971007864,571,63467800,0.00089967,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1000105374,571,63467800,0.00089967,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1971003415,569,63467800,0.00089652,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1971003418,567,63467800,0.00089337,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1000070713,567,63467800,0.00089337,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1260104096,567,63467800,0.00089337,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
1971000909,567,63467800,0.00089337,1/26/26,2/1/26,2/2/26,2/8/26,Negligible
