sub_title_id,popularity_tag
1271510272,Medium
1971003137,Medium
18383,Medium
1271325463,Medium
1260014782,Medium
1674,Medium
1971000404,Medium
1260115642,Medium
1271513824,Medium
1260079678,Medium
1271498191,Medium
1971003196,Medium
1971010950,Medium
1971001464,Medium
1271402774,Medium
1271421093,Medium
1271435887,Medium
1271423535,Medium
1660010196,Medium
1000233697,Medium
1271510204,Medium
1271406042,Medium
1271423778,Medium
1271512939,Medium
1271508724,Medium
11,Medium
1260079644,Medium
1770001166,Medium
1271428997,Medium
1271423190,Medium
1260022015,Medium
1271434178,Medium
1271513038,Medium
1260012898,Medium
1971000622,Medium
1271404305,Medium
1271270009,Medium
8414,Medium
1271513334,Medium
1971000408,Medium
1971000403,Medium
4122,Medium
1260009172,Medium
1260110227,Medium
1260169820,Medium
1260054490,Medium
1260000455,Medium
1271498758,Medium
1271513266,Medium
1260036201,Medium
1971002585,Medium
1971002877,Medium
1971002588,Medium
1260128791,Medium
1971311997,Medium
1660000015,Medium
1971003411,Medium
1971000406,Medium
1971011112,Medium
1971003043,Medium
1260043173,Medium
1271510456,Medium
8323,Medium
423,Medium
1971002890,Medium
1770003314,Medium
1271337439,Medium
1971000407,Medium
1260156872,Medium
1271406043,Medium
1260141610,Medium
1000223587,Medium
1260018310,Medium
1271513042,Medium
1971003595,Medium
7021,Medium
1971000592,Medium
1971003183,Medium
1260012713,Medium
1971002595,Medium
1271375100,Medium
1260019355,Medium
13549,Medium
1271337437,Medium
1971001472,Medium
17343,Medium
1271337438,Medium
1271499865,Medium
1260072216,Medium
1260053090,Medium
1971011119,Medium
1271498268,Medium
1260048875,Medium
1260018315,Medium
1271514871,Medium
1271337988,Medium
1271453506,Medium
1971011128,Medium
1260143201,Medium
2032,Medium
1260014815,Medium
8941,Medium
1971000819,Medium
1271305185,Medium
1260036200,Medium
1686,Medium
1271338621,Medium
1971000614,Medium
1271336670,Medium
1770000922,Medium
1260106598,Medium
1260017229,Medium
1260049622,Medium
1260006359,Medium
1271514959,Medium
1271443009,Medium
1260013166,Medium
1260131089,Medium
16823,Medium
1971003405,Medium
1971003392,Medium
1271438472,Medium
1271442343,Medium
1271430432,Medium
1971004281,Medium
1271514679,Medium
1271304799,Medium
1271434405,Medium
1971003370,Medium
14230,Medium
1260025583,Medium
1971002845,Medium
1971309276,Medium
1260063730,Medium
1271271436,Medium
1971000552,Medium
17745,Medium
1271398481,Medium
1271411310,Medium
1971000623,Medium
1271328927,Medium
1271515224,Medium
1971000177,Medium
1271269466,Medium
1260147428,Medium
1971000554,Medium
1271427396,Medium
1260147121,Medium
1971002687,Medium
1271438644,Medium
1271339291,Medium
1271323171,Medium
1971003188,Medium
1271437748,Medium
1271401725,Medium
1271447879,Medium
1271446877,Medium
3953,Medium
1271431655,Medium
1260136431,Medium
1260022117,Medium
1260011873,Medium
11856,Medium
16762,Medium
1271421024,Medium
1971000527,Medium
1971001465,Medium
1260164731,Medium
1271451013,Medium
1260025280,Medium
1260126495,Medium
1260015265,Medium
1260018197,Medium
1971002747,Medium
1971002549,Medium
1271320667,Medium
1971001582,Medium
1260083403,Medium
1688,Medium
1971003569,Medium
1271413553,Medium
1971003468,Medium
1260080725,Medium
1260130433,Medium
1260067149,Medium
1971007527,Medium
11729,Medium
1971002520,Medium
1260154334,Medium
1260123126,Medium
1260016768,Medium
1271450778,Medium
1971000458,Medium
1260081024,Medium
1271381394,Medium
1271513289,Medium
1260072682,Medium
1271329367,Medium
1770015403,Medium
16515,Medium
1271425976,Medium
1271508518,Medium
1260158602,Medium
8962,Medium
1971001577,Medium
1971001864,Medium
1971001885,Medium
1971000469,Medium
1260048928,Medium
1260049128,Medium
1260013835,Medium
1271516173,Medium
1000225189,Medium
1260166606,Medium
1271383004,Medium
1260076051,Medium
1271449675,Medium
17046,Medium
1271410840,Medium
1260020027,Medium
18293,Medium
1260003097,Medium
1260070470,Medium
1260110758,Medium
1260147564,Medium
1260090235,Medium
1260000824,Medium
1260049160,Medium
1971000537,Medium
1271508008,Medium
523,Medium
1971003486,Medium
1260050018,Medium
1260016855,Medium
1260156780,Medium
1260016859,Medium
1971003154,Medium
1971007467,Medium
1271319111,Medium
1260124584,Medium
16115,Medium
1260014268,Medium
1260102233,Medium
1971311983,Medium
1260072687,Medium
1271450749,Medium
11722,Medium
1000212789,Medium
1660000038,Medium
1660010114,Medium
1000007132,Medium
1260128382,Medium
1260142037,Medium
1271341300,Medium
1260018162,Medium
1271439092,Medium
1271335839,Medium
1971011085,Medium
1971002986,Medium
1260075005,Medium
1271517174,Medium
1660000042,Medium
1971002860,Medium
1260081919,Medium
1271513597,Medium
1271512574,Medium
1260040318,Medium
1271413458,Medium
1260005113,Medium
1260067821,Medium
1271332761,Medium
1000220603,Medium
1260097087,Medium
1971002572,Medium
1271334708,Medium
1271321496,Medium
1271407150,Medium
1971000354,Medium
1260018339,Medium
1260024995,Medium
1260155971,Medium
1971001865,Medium
1260011536,Medium
1260110008,Medium
1971002867,Medium
1971000185,Medium
1260014888,Medium
1660010115,Medium
14465,Medium
1260157261,Medium
1260063451,Medium
1971003153,Medium
1271269086,Medium
1260036204,Medium
1971003144,Medium
1271461190,Medium
1271425983,Medium
1660000012,Medium
1271501673,Medium
1271510239,Medium
1260147111,Medium
1271305800,Medium
1260113148,Medium
1260103761,Medium
1971003747,Medium
1260110453,Medium
1260071971,Medium
1260152386,Medium
1271418314,Medium
1971002295,Medium
1271444091,Medium
1260086810,Medium
1271399368,Low
1971000355,Low
4118,Low
1971000690,Low
1271517817,Low
14823,Low
1271447882,Low
1971011121,Low
1971011095,Low
1971002603,Low
1271399242,Low
1971002033,Low
1271446982,Low
1260082828,Low
1271271532,Low
1260024619,Low
1971001932,Low
1971000530,Low
1271448881,Low
1260017500,Low
1971001981,Low
1971011083,Low
1877,Low
1971003404,Low
1770000958,Low
1271396608,Low
1971001800,Low
1271328337,Low
1260024321,Low
1660000039,Low
1971312015,Low
1000239103,Low
6363,Low
1971002943,Low
1260147883,Low
1000120365,Low
1271508254,Low
1271499624,Low
1271507026,Low
1260167059,Low
1260055007,Low
1260146558,Low
1271390360,Low
1260105635,Low
1660000055,Low
1971000628,Low
1971000397,Low
1971000531,Low
1271403121,Low
1260007199,Low
1271316751,Low
1271413503,Low
1971011105,Low
1271318666,Low
1260003582,Low
1260156874,Low
1971011190,Low
1660010577,Low
1260076066,Low
10655,Low
14831,Low
1971003528,Low
1271317117,Low
1000019449,Low
1271436873,Low
1260112835,Low
15934,Low
1770017002,Low
1770016137,Low
1971001909,Low
1260147336,Low
1260014886,Low
1260115905,Low
316,Low
1260016769,Low
1271386699,Low
1271275981,Low
1260066530,Low
1271510577,Low
1260018179,Low
1260103179,Low
1260139813,Low
1271397774,Low
1260003836,Low
1271512181,Low
1271392372,Low
1971000591,Low
1260124273,Low
1271501877,Low
16758,Low
1260071613,Low
1271498158,Low
15301,Low
1271324090,Low
1260084456,Low
1000239447,Low
1271487293,Low
1260001866,Low
1260066355,Low
16393,Low
1271270322,Low
1260026183,Low
1260018142,Low
1271324452,Low
1971002534,Low
1971011091,Low
1971002781,Low
1260123590,Low
1260016408,Low
1260109485,Low
1260103747,Low
1260065321,Low
1260133722,Low
1971000395,Low
1260009879,Low
1271342973,Low
1260071970,Low
1260003179,Low
1660000034,Low
1271446366,Low
1971011143,Low
1971011074,Low
1260077949,Low
1971003151,Low
1271325771,Low
1271438422,Low
568,Low
1260143041,Low
1260165169,Low
1260056624,Low
1260104853,Low
1770003116,Low
1000034506,Low
1971002828,Low
1260014891,Low
1271305601,Low
1971002502,Low
1260106714,Low
1271445038,Low
1271400585,Low
1271441180,Low
1271503050,Low
1260055826,Low
1260018338,Low
1971003198,Low
1971000539,Low
1971000604,Low
1271416724,Low
1260105754,Low
1271517345,Low
1260036202,Low
1260061684,Low
1260167860,Low
1971001376,Low
15245,Low
1271408453,Low
1000104851,Low
1271423732,Low
1260154324,Low
1260146757,Low
1271325602,Low
1971003101,Low
1971003230,Low
1971003171,Low
1271513344,Low
1971000738,Low
1260165157,Low
1260132457,Low
1971010959,Low
1271510625,Low
1260067977,Low
1971011110,Low
1660010672,Low
1660010633,Low
1260022970,Low
1971002868,Low
1770016999,Low
1271388330,Low
1660000044,Low
1271506737,Low
1260026204,Low
1260156983,Low
1271407822,Low
1271433017,Low
8536,Low
1260104557,Low
1271510278,Low
1271444569,Low
1260018825,Low
1971003744,Low
1260118821,Low
1971001781,Low
1271428407,Low
1260027111,Low
1271513257,Low
1260109774,Low
1260166934,Low
1971003176,Low
1271441205,Low
18198,Low
1260004278,Low
1271270782,Low
1271415367,Low
18580,Low
1260146665,Low
1971008005,Low
1260016574,Low
1971011169,Low
1260016638,Low
1260018747,Low
1971011184,Low
1971011113,Low
1260064665,Low
1971001375,Low
17720,Low
1260139887,Low
1971001535,Low
1971001504,Low
13019,Low
1271443031,Low
1260086978,Low
1271450820,Low
1260009023,Low
1971002144,Low
1260011373,Low
1971001945,Low
1260144122,Low
1971011102,Low
1971311405,Low
1271430239,Low
1971003711,Low
1971003726,Low
1660010197,Low
1000074338,Low
1971000456,Low
1260016410,Low
1770005028,Low
1971000619,Low
1971001377,Low
1297,Low
1260002554,Low
1770016580,Low
1271395593,Low
1260003265,Low
1971002090,Low
1260018664,Low
1271414914,Low
1971000400,Low
1260089224,Low
1271331621,Low
1971002893,Low
1971011087,Low
1260016419,Low
1271510394,Low
1971001796,Low
1260149185,Low
1971002274,Low
1260008673,Low
1260121999,Low
1971003697,Low
1271462736,Low
9278,Low
1260011010,Low
8909,Low
1260018314,Low
1271268561,Low
1260071301,Low
1260062999,Low
16987,Low
1260039672,Low
1260022974,Low
1260003834,Low
1271307353,Low
1971002875,Low
1971001584,Low
1260079248,Low
1586,Low
1971000414,Low
1971001515,Low
1271513144,Low
1271439125,Low
1911,Low
1271439884,Low
1260028560,Low
1971000331,Low
1271447908,Low
1260161168,Low
1260156378,Low
1260108206,Low
1971314002,Low
1260031067,Low
12922,Low
1933,Low
960,Low
1271305650,Low
1971000330,Low
1260149180,Low
1971002700,Low
1260136059,Low
1271342400,Low
1260117636,Low
1260036017,Low
1271270704,Low
1971000578,Low
1260075654,Low
1971002766,Low
1971001991,Low
1260086986,Low
1260140795,Low
1971002470,Low
1260019998,Low
1260135749,Low
1260024786,Low
1271399288,Low
1260152489,Low
1000213010,Low
1260039895,Low
8911,Low
1971007777,Low
1971001931,Low
1271449055,Low
1271425982,Low
1271498383,Low
1271320585,Low
1260080164,Low
1260132051,Low
1971011114,Low
1260017283,Low
1971000526,Low
14068,Low
1000053838,Low
1260126094,Low
1971002827,Low
1971000543,Low
13874,Low
1971000663,Low
1260050968,Low
1271449004,Low
1971001514,Low
1260133732,Low
1770016247,Low
1535,Low
1271419618,Low
1271324523,Low
1770015427,Low
1971311487,Low
1260105438,Low
1971011106,Low
18672,Low
1260041623,Low
1260159726,Low
1260064997,Low
1260071233,Low
1971308454,Low
1260160369,Low
1971000688,Low
1971003239,Low
1260116349,Low
15876,Low
1971003165,Low
1260004101,Low
1260149193,Low
1260036203,Low
1260048110,Low
4617,Low
1260097206,Low
1971003291,Low
1260042584,Low
1260026469,Low
1260148763,Low
1971002559,Low
1971002899,Low
1971001487,Low
1260080658,Low
1271430943,Low
1260021590,Low
1271426979,Low
748,Low
1971001501,Low
1260019846,Low
1971001524,Low
1260114774,Low
4268,Low
1971308273,Low
1260026801,Low
1260126465,Low
16517,Low
1271507282,Low
1971001434,Low
5342,Low
1260028045,Low
1260170535,Low
1770000706,Low
1260155758,Low
1971003375,Low
10752,Low
1260004579,Low
1260003598,Low
1271506263,Low
1271399220,Low
1260021475,Low
1000213089,Low
1971003897,Low
1525,Low
1971293290,Low
1971311440,Low
1271304996,Low
1260003649,Low
1271415225,Low
1971001334,Low
1271506857,Low
1260062077,Low
1971002301,Low
1260118980,Low
1271500845,Low
487,Low
1971011120,Low
1971002365,Low
1271403159,Low
1260015504,Low
1000194295,Low
1971001381,Low
1271342309,Low
16760,Low
11844,Low
1271442112,Low
1971000401,Low
17932,Low
1770000333,Low
1260043391,Low
1971003458,Low
1271325311,Low
1260018294,Low
1971002831,Low
1260097455,Low
1260018163,Low
1971011073,Low
1971001500,Low
1271410862,Low
1971007312,Low
1260116107,Low
1971311533,Low
1971003396,Low
1971002815,Low
1971001854,Low
1971001640,Low
18012,Low
1971003561,Low
1260007197,Low
1971011092,Low
1971000329,Low
1971002862,Low
1260129794,Low
1000056891,Low
1260133596,Low
1971000399,Low
1260065603,Low
17689,Low
1971001492,Low
12117,Low
1971007827,Low
1271326080,Low
1260143699,Low
1260145231,Low
1971002140,Low
1971117917,Low
1271416048,Low
1971002908,Low
1260140964,Low
1260106004,Low
9901,Low
1260016798,Low
1971003391,Low
1971003727,Low
1271447615,Low
1271453254,Low
1271462110,Low
1971309285,Low
1260018306,Low
1260087201,Low
649,Low
1260018731,Low
1260108159,Low
1971003763,Low
1260125572,Low
1260003647,Low
1971008006,Low
1260014892,Low
1971001379,Low
1271319117,Low
12014,Low
1271341607,Low
1260004807,Low
1271449247,Low
1971002996,Low
1000046231,Low
1260065605,Low
1000217977,Low
1000091195,Low
1493,Low
1260039918,Low
1260136968,Low
1260018158,Low
13547,Low
1000118379,Low
1271410878,Low
1971003029,Low
1260159864,Low
15707,Low
1271398791,Low
1971003515,Low
1260129312,Low
1260018295,Low
1271462129,Low
1971000392,Low
1271501917,Low
1971001342,Low
1260015299,Low
1660010691,Low
1971003503,Low
1971007480,Low
1971000544,Low
1260139889,Low
1971010934,Low
1971314772,Low
1971000559,Low
1260144407,Low
1260004687,Low
1260113147,Low
795,Low
1971000603,Low
169,Low
1260141097,Low
1770001360,Low
1260105199,Low
1260105321,Low
1971003086,Low
1971010960,Low
1971002351,Low
1271411564,Low
1271397756,Low
1271415177,Low
1271448373,Low
1260051976,Low
1913,Low
1971007810,Low
1260003855,Low
1260076073,Low
1260050039,Low
1971314811,Low
1260031453,Low
1971000827,Low
1971001734,Low
1260084755,Low
1260012707,Low
1260029222,Low
1971003734,Low
1260161584,Low
1271513309,Low
1260086354,Low
1271516035,Low
1971311560,Low
1271413529,Low
1260089681,Low
1971000466,Low
1260018153,Low
1271500483,Low
6279,Low
1260132192,Low
1971002844,Low
15382,Low
1271387667,Low
1271409189,Low
1271316835,Low
1271453104,Low
1260014878,Low
1260136055,Low
1260018112,Low
1271425993,Low
1971007649,Low
1260038839,Low
1971001787,Low
1260020620,Low
1260099868,Low
1260155575,Low
1971000777,Low
1271508771,Low
1971003057,Low
1260018325,Low
1971011081,Low
1260015326,Low
1260102069,Low
1271325263,Low
1971001397,Low
1271435491,Low
1260019667,Low
1971003010,Low
1971011111,Low
1260142565,Low
1271341039,Low
1260012221,Low
1260001276,Low
1971311490,Low
1260069876,Low
1971002834,Low
1000235579,Low
1000035948,Low
1260012989,Low
1971001357,Low
1260149917,Low
1271514610,Low
1260000390,Low
1660010198,Low
1971008007,Low
1260075964,Low
1971000184,Low
4278,Low
1971000710,Low
1971002606,Low
1260014808,Low
1271435228,Low
1260065596,Low
1260011248,Low
1000235906,Low
1260009360,Low
14037,Low
1271429257,Low
1271387913,Low
1971001444,Low
1971001708,Low
1971308176,Low
1271507680,Low
1971000632,Low
1271428741,Low
1770016583,Low
1000233312,Low
1271379120,Low
1271421838,Low
1260018824,Low
1271276092,Low
1971000671,Low
1971000728,Low
1260012987,Low
1260168115,Low
1971002812,Low
1260044334,Low
1271412373,Low
1271409232,Low
1971001581,Low
1260154174,Low
1260047835,Low
1000194296,Low
1971003064,Low
1971011173,Low
1271444487,Low
4883,Low
1000036211,Low
1271448151,Low
1260067485,Low
1971007922,Low
8813,Low
1260040511,Low
1971001378,Low
1271324038,Low
1271507209,Low
1260012172,Low
1971003098,Low
1271392220,Low
1971000580,Low
1971002148,Low
1260152955,Low
1971000691,Low
1271306355,Low
1260047825,Low
1660010306,Low
1971006572,Low
1271320640,Low
1971309278,Low
1971311982,Low
1260018141,Low
1260140962,Low
1260011851,Low
1660000051,Low
17747,Low
1271323780,Low
1260158500,Low
1971007891,Low
1271424068,Low
1271436858,Low
1971002069,Low
1000225659,Low
363,Low
1971011093,Low
18656,Low
1971000419,Low
1971001332,Low
1971011199,Low
1971003245,Low
1971006897,Low
1260090727,Low
1000081352,Low
1271410608,Low
11137,Low
1971011175,Low
1260076174,Low
1260147724,Low
1260073430,Low
1000192697,Low
1260156435,Low
1971001505,Low
1971000421,Low
1971001681,Low
1971314297,Low
1971001536,Low
1260081109,Low
1271270158,Low
1971001486,Low
1260128386,Low
1271440007,Low
1260084560,Low
8715,Low
1971315417,Low
1971311402,Low
1260018157,Low
1971002690,Low
1447,Low
1971001722,Low
1260027572,Low
1260003262,Low
1260003247,Low
1660010696,Low
1260015192,Low
1971011080,Low
1971007487,Low
1971011174,Low
620,Low
1271315983,Low
15376,Low
1971002965,Low
1971002397,Low
1770016732,Low
1271442094,Low
1260118586,Low
1260007580,Low
1260032761,Low
1971000794,Low
1971002319,Low
1271381985,Low
1260165965,Low
1971001851,Low
1271513998,Low
1770000925,Low
1000217517,Low
1260055945,Low
1271432825,Low
1260023119,Low
1260040589,Low
1660010207,Low
1770015483,Low
1260157308,Low
1260018307,Low
1000222757,Low
152,Low
1260118582,Low
1260157234,Low
1522,Low
1971000658,Low
1971308449,Low
1271423476,Low
1000239109,Low
1770002321,Low
1971001485,Low
1971011195,Low
1971001002,Low
1260136155,Low
1260023404,Low
1271517770,Low
1260053517,Low
1260103000,Low
1260013408,Low
1660000056,Low
1770000745,Low
1260086570,Low
1971311867,Low
1971000793,Low
1271512111,Low
1260118356,Low
1260009663,Low
1971001380,Low
1971000549,Low
1271438223,Low
1971000744,Low
1971000635,Low
1971000817,Low
1971000424,Low
1971003708,Low
1260135554,Low
1971001448,Low
1260018139,Low
1271416809,Low
1971001473,Low
1260105074,Low
1271507052,Low
18204,Low
1971000674,Low
16411,Low
1971001566,Low
1971001846,Low
18326,Low
1971000802,Low
1271436865,Low
1260020171,Low
1660010169,Low
8944,Low
1971002835,Low
1000229103,Low
1000036247,Low
1971002609,Low
1260003613,Low
1260132193,Low
1971002717,Low
1971001918,Low
1971000801,Low
1271508512,Low
8368,Low
1260141600,Low
1971309280,Low
15017,Low
1260122964,Low
1971000415,Low
1770016131,Low
1971311483,Low
1260139433,Low
1271460973,Low
5014,Low
1971003228,Low
1260082913,Low
1271429612,Low
1971003379,Low
1770000963,Low
1271402087,Low
1260099490,Low
1271411490,Low
1260086573,Low
5118,Low
18361,Low
1971002793,Low
1271447611,Low
1260009262,Low
10723,Low
1260141537,Low
1971312019,Low
1971003160,Low
1271448476,Low
1971000670,Low
1971001852,Low
1260018164,Low
1000081175,Low
1971011125,Low
1971002087,Low
1260017842,Low
1971001570,Low
1271513034,Low
1971002667,Low
1971001866,Low
1260167226,Low
1260048586,Low
1971003514,Low
1260155016,Low
1260060296,Low
1271325704,Low
1260101194,Low
1271450738,Low
1000164487,Low
1271396905,Low
1971011124,Low
1456,Low
1271413443,Low
1271386003,Low
1971000727,Low
1971000813,Low
1000090704,Low
1271432217,Low
1971000810,Low
1271460112,Low
1971001446,Low
1271512747,Low
1260144410,Low
1971007797,Low
1271390656,Low
1271513313,Low
1971000696,Low
1271430988,Low
1260107551,Low
1271413489,Low
1971002710,Low
1271327346,Low
1271413394,Low
1260071226,Low
1260104662,Low
1971002132,Low
1260102921,Low
1260004608,Low
1000082949,Low
3037,Low
1971005110,Low
1000152229,Low
1971001669,Low
1260152399,Low
1260153658,Low
1770000673,Low
1260014112,Low
1971001443,Low
18112,Low
2960,Low
1971311859,Low
1260003330,Low
1971003437,Low
1971001917,Low
1260132522,Low
1971001440,Low
1260128229,Low
1770000756,Low
1971000567,Low
1971002701,Low
12909,Low
1971000420,Low
1971000434,Low
1971311400,Low
1971001665,Low
1971312010,Low
1971007885,Low
1971000502,Low
1971311866,Low
1000063208,Low
1000190811,Low
1000204597,Low
14811,Low
1971000538,Low
1260148381,Low
1971002601,Low
1000104631,Low
1271268471,Low
1271397715,Low
1000013697,Low
1260050041,Low
1260016795,Low
1971003263,Low
1260017844,Low
1260129354,Low
1271323954,Low
1271454612,Low
4978,Low
1971001567,Low
1260100712,Low
1271432628,Low
1271414008,Low
1971002516,Low
1971004324,Low
1260110212,Low
1971011194,Low
1260109325,Low
1971002159,Low
1971000557,Low
1971000570,Low
1971007677,Low
1971000825,Low
1000210312,Low
1971001928,Low
1000226712,Low
1271507045,Low
1971001354,Low
1260079639,Low
1260011507,Low
1260032782,Low
1971002981,Low
1971007879,Low
1271336407,Low
1260089815,Low
1260091261,Low
1260032789,Low
1000102067,Low
1260078117,Low
1260087244,Low
1971000643,Low
1260000620,Low
1770000749,Low
1971000391,Low
16888,Low
16150,Low
1971003240,Low
1971003477,Low
1770000288,Low
1971000581,Low
1260049350,Low
1260078052,Low
1271390605,Low
1971002998,Low
1271507198,Low
1971002724,Low
1971007921,Low
1971002698,Low
1260025040,Low
1271415217,Low
1260141619,Low
1271452445,Low
1260018729,Low
1971001467,Low
8534,Low
1260053821,Low
1260077204,Low
1770017166,Low
1000164441,Low
1271332467,Low
1000216023,Low
1971000654,Low
1260014884,Low
1971000328,Low
1260016863,Low
1971002873,Low
1271388817,Low
1260040704,Low
1271440974,Low
1260004642,Low
1260028154,Low
1271434346,Low
1971002948,Low
1260064882,Low
1260017860,Low
1971011162,Low
14072,Low
1260132120,Low
1971007690,Low
1971011130,Low
1770001021,Low
1660000031,Low
1770015395,Low
1971000620,Low
1260027104,Low
1271449239,Low
1971000807,Low
1260077260,Low
1260135709,Low
1971002172,Low
1260144362,Low
12933,Low
1260018151,Low
1260066317,Low
1271321290,Low
11110,Low
1971001867,Low
1000074328,Low
1271432727,Low
4679,Low
1660010119,Low
1000056892,Low
1770000662,Low
1000019466,Low
1260168538,Low
1000228200,Low
1271270119,Low
1271410628,Low
1684,Low
1260065601,Low
1971000806,Low
1271400820,Low
1971001447,Low
1260155732,Low
1971000483,Low
1971008014,Low
1260064987,Low
3782,Low
1971313975,Low
1971311865,Low
1260106480,Low
1000164358,Low
1971001875,Low
1971000453,Low
1260005722,Low
1971001773,Low
1271337435,Low
1971001568,Low
1971002635,Low
1260008394,Low
1971007798,Low
1000055382,Low
1000013701,Low
1260107725,Low
1260041331,Low
1271400844,Low
4177,Low
16850,Low
11332,Low
1260040587,Low
1260068263,Low
1271393865,Low
1971001780,Low
1971002901,Low
1971003314,Low
1260132747,Low
1770015391,Low
1260066057,Low
1260008170,Low
1260138967,Low
1770018678,Low
1271427053,Low
1260080202,Low
1000216088,Low
1271447114,Low
1260067897,Low
1271450343,Low
1260114877,Low
1660000046,Low
1271500700,Low
1000093421,Low
1271511280,Low
1271460779,Low
1260130774,Low
1000035234,Low
1260145298,Low
1971001344,Low
1971000402,Low
1260006096,Low
1971311463,Low
1260007251,Low
1260074142,Low
1271507633,Low
1770003257,Low
1260068264,Low
2406,Low
1971007133,Low
1971001943,Low
7727,Low
1971000507,Low
1271422669,Low
3430,Low
1260018161,Low
1971007813,Low
1000231065,Low
1260126754,Low
1260009577,Low
1260066532,Low
1260001263,Low
1971007496,Low
1260078533,Low
1971011075,Low
1260142074,Low
14463,Low
1260072586,Low
1260089542,Low
10617,Low
1770015385,Low
1271448947,Low
1260104789,Low
1260140529,Low
1271510227,Low
1260148141,Low
1971002848,Low
1271428592,Low
1271399229,Low
1260132190,Low
1271445454,Low
1971002333,Low
1260103117,Low
10017,Low
1260086670,Low
18194,Low
3427,Low
1971007704,Low
1971001805,Low
1971006032,Low
1971007812,Low
1770017028,Low
1271268461,Low
1971001858,Low
1971002600,Low
1971008010,Low
1271417545,Low
1271397428,Low
1271337449,Low
1971007848,Low
1260103788,Low
9903,Low
1971003364,Low
1000235527,Low
1271389570,Low
1271401132,Low
1260125881,Low
1271460198,Low
1971011197,Low
